Cohorte,"Número de estudiante","Código Plan","Último Logro","Fecha Logro","Última toma de ramos"
2005-01,2689,HF01,INGRESO,2005-01,2024-01
2006-01,3353,DV02,8,2023-02,2024-01
2008-01,1400,HF02,LICENCIATURA,2024-01,2024-01
2020-01,1653,DS03,INGRESO,2020-01,2024-01
2009-01,1233,DV02,LICENCIATURA,2024-01,2024-01
2010-01,704,DS03,4,2023-01,2024-01
2012-01,2601,HF02,8,2022-02,2024-01
2013-01,3127,HF02,LICENCIATURA,2024-01,2024-01
2013-01,897,DS03,9,2020-02,2024-01
2014-01,2430,DV02,LICENCIATURA,2024-01,2024-01
2014-01,2667,DV02,4,2021-02,2024-01
2015-01,2994,DV02,6,2023-02,2024-01
2015-01,2525,DV02,7,2021-02,2024-01
2015-01,3426,DV02,5,2023-02,2024-01
2016-01,1172,DS03,7,2023-01,2024-01
2016-01,2704,DV02,LICENCIATURA,2024-01,2024-01
2016-01,3665,HF02,3,2020-02,2024-01
2016-01,3428,DV02,INGRESO,2023-02,2024-01
2017-01,2794,DV02,9,2023-02,2024-01
2017-01,3871,HF02,LICENCIATURA,2024-01,2024-01
2017-01,3884,HF02,5,2023-02,2024-01
2017-01,3854,HF02,LICENCIATURA,2024-01,2024-01
2017-01,3939,HF02,8,2023-02,2024-01
2017-01,3990,HF02,LICENCIATURA,2024-01,2024-01
2017-01,2786,DV02,7,2023-01,2024-01
2017-01,1273,DS03,4,2023-01,2024-01
2017-01,1308,DS03,5,2022-02,2024-01
2017-01,3173,DV02,4,2023-02,2024-01
2017-01,1281,DS03,6,2023-02,2024-01
2017-01,2770,DV02,LICENCIATURA,2024-01,2024-01
2017-01,1332,DS03,9,2023-02,2024-01
2017-01,3257,DV02,6,2023-02,2024-01
2017-01,3235,DV02,8,2023-02,2024-01
2017-01,3593,DV02,2,2024-01,2024-01
2018-01,4098,HF02,8,2022-01,2024-01
2018-01,4095,HF02,LICENCIATURA,2024-01,2024-01
2018-01,4192,HF02,7,2023-01,2024-01
2018-01,4176,HF02,5,2023-01,2024-01
2018-01,1444,DS03,5,2023-02,2024-01
2018-01,3260,DV02,7,2023-02,2024-01
2018-01,4159,HF02,7,2023-01,2024-01
2018-01,4100,HF02,5,2023-02,2024-01
2018-01,4080,HF02,7,2023-01,2024-01
2018-01,4082,HF02,7,2023-02,2024-01
2018-01,4076,HF02,7,2023-01,2024-01
2018-01,1355,DS03,6,2023-02,2024-01
2018-01,4102,HF02,8,2023-02,2024-01
2018-01,4061,HF02,7,2023-01,2024-01
2018-01,1419,DS03,9,2023-02,2024-01
2018-01,1434,DS03,4,2021-02,2024-01
2018-01,2998,DV02,4,2022-02,2024-01
2018-01,1388,DS03,9,2023-02,2024-01
2018-01,1363,DS03,LICENCIATURA,2024-01,2024-01
2018-01,1448,DS03,8,2023-02,2024-01
2018-01,4168,HF02,2,2020-01,2024-01
2018-01,1461,DS03,5,2022-01,2024-01
2018-01,2876,DV02,9,2023-02,2024-01
2018-01,1382,DS03,9,2023-02,2024-01
2018-01,2880,DV02,5,2023-02,2024-01
2018-01,1432,DS03,9,2023-02,2024-01
2018-01,1395,DS03,8,2023-02,2024-01
2018-01,1460,DS03,5,2023-01,2024-01
2018-01,1391,DS03,4,2023-01,2024-01
2018-01,1411,DS03,6,2022-02,2024-01
2018-01,1386,DS03,9,2023-02,2024-01
2018-01,2929,DV02,4,2023-02,2024-01
2018-01,1380,DS03,4,2022-01,2024-01
2019-01,4253,HF02,8,2023-02,2024-01
2019-01,4295,HF02,7,2023-02,2024-01
2019-01,4291,HF02,8,2023-01,2024-01
2019-01,4349,HF02,7,2023-01,2024-01
2019-01,1518,DS03,5,2023-01,2024-01
2019-01,1485,DS03,7,2023-02,2024-01
2019-01,1509,DS03,7,2023-02,2024-01
2019-01,1488,DS03,4,2023-02,2024-01
2019-01,1506,DS03,9,2023-02,2024-01
2019-01,1592,DS03,7,2023-02,2024-01
2019-01,1551,DS03,8,2023-02,2024-01
2019-01,3059,DV02,5,2023-02,2024-01
2019-01,3054,DV02,5,2023-01,2024-01
2019-01,3088,DV02,5,2023-01,2024-01
2019-01,1554,DS03,7,2022-02,2024-01
2019-01,3078,DV02,7,2022-02,2024-01
2019-01,4339,HF02,8,2023-02,2024-01
2019-01,4248,HF02,9,2023-02,2024-01
2019-01,4357,HF02,8,2023-02,2024-01
2019-01,4372,HF02,7,2023-01,2024-01
2019-01,1556,DS03,5,2023-02,2024-01
2019-01,4226,HF02,4,2021-02,2024-01
2019-01,1584,DS03,8,2023-02,2024-01
2019-01,1552,DS03,7,2023-02,2024-01
2019-01,4213,HF02,7,2023-02,2024-01
2019-01,1559,DS03,INGRESO,2019-01,2024-01
2019-01,4351,HF02,4,2023-01,2024-01
2019-01,4292,HF02,4,2023-02,2024-01
2019-01,4294,HF02,7,2022-02,2024-01
2019-01,4222,HF02,7,2023-02,2024-01
2019-01,4309,HF02,7,2023-01,2024-01
2019-01,4241,HF02,7,2023-02,2024-01
2019-01,4276,HF02,3,2023-02,2024-01
2019-01,4263,HF02,2,2023-02,2024-01
2019-01,4373,HF02,8,2023-02,2024-01
2019-01,4335,HF02,7,2023-01,2024-01
2019-01,1490,DS03,7,2023-02,2024-01
2019-01,1524,DS03,5,2023-02,2024-01
2019-01,4312,HF02,7,2023-01,2024-01
2019-01,4270,HF02,9,2023-02,2024-01
2019-01,1491,DS03,8,2023-02,2024-01
2019-01,1549,DS03,6,2023-01,2024-01
2019-01,4259,HF02,5,2022-01,2024-01
2019-01,4240,HF02,2,2022-01,2024-01
2019-01,4345,HF02,6,2023-01,2024-01
2019-01,1489,DS03,8,2023-02,2024-01
2019-01,4355,HF02,4,2023-02,2024-01
2019-01,4340,HF02,4,2022-02,2024-01
2019-01,1501,DS03,5,2023-01,2024-01
2019-01,1597,DS03,7,2023-01,2024-01
2019-01,4305,HF02,7,2022-02,2024-01
2019-01,3081,DV02,9,2023-02,2024-01
2019-01,3035,DV02,7,2023-01,2024-01
2019-01,1500,DS03,INGRESO,2019-01,2024-01
2019-01,3069,DV02,2,2021-01,2024-01
2019-01,4343,HF02,8,2023-02,2024-01
2019-01,4298,HF02,6,2023-01,2024-01
2019-01,1543,DS03,5,2023-01,2024-01
2019-01,1581,DS03,1,2019-02,2024-01
2019-01,4250,HF02,8,2023-02,2024-01
2019-01,1591,DS03,9,2023-02,2024-01
2019-01,1515,DS03,7,2022-02,2024-01
2019-01,4341,HF02,8,2023-02,2024-01
2019-01,1563,DS03,8,2023-01,2024-01
2019-01,1553,DS03,5,2023-02,2024-01
2019-01,1590,DS03,INGRESO,2019-01,2024-01
2019-01,1587,DS03,7,2023-02,2024-01
2019-01,4233,HF02,8,2023-02,2024-01
2019-01,1502,DS03,7,2023-02,2024-01
2019-01,3031,DV02,7,2023-02,2024-01
2019-01,4953,HF02,7,2023-01,2024-01
2019-01,1561,DS03,7,2023-02,2024-01
2019-01,1578,DS03,7,2023-02,2024-01
2019-01,3058,DV02,7,2023-02,2024-01
2019-01,1593,DS03,6,2022-02,2024-01
2019-01,1583,DS03,7,2023-01,2024-01
2019-01,3045,DV02,7,2023-02,2024-01
2019-01,3062,DV02,7,2023-02,2024-01
2019-01,3039,DV02,7,2023-02,2024-01
2019-01,1521,DS03,3,2021-01,2024-01
2019-01,1512,DS03,8,2023-01,2024-01
2019-01,1596,DS03,5,2023-02,2024-01
2019-01,1517,DS03,2,2020-02,2024-01
2019-02,3096,DV02,4,2023-01,2024-01
2020-01,4407,HF02,4,2023-02,2024-01
2020-01,4516,HF02,5,2023-02,2024-01
2020-01,1606,DS03,5,2023-01,2024-01
2020-01,3118,DV02,8,2023-02,2024-01
2020-01,1664,DS03,1,2021-01,2024-01
2020-01,1647,DS03,INGRESO,2020-01,2024-01
2020-01,4417,HF02,5,2023-01,2024-01
2020-01,1659,DS03,8,2023-02,2024-01
2020-01,1705,DS03,7,2023-02,2024-01
2020-01,1620,DS03,7,2023-02,2024-01
2020-01,4416,HF02,7,2023-02,2024-01
2020-01,4402,HF02,7,2023-02,2024-01
2020-01,4497,HF02,8,2023-02,2024-01
2020-01,4404,HF02,8,2023-02,2024-01
2020-01,4492,HF02,8,2023-02,2024-01
2020-01,4472,HF02,7,2023-02,2024-01
2020-01,4413,HF02,7,2023-02,2024-01
2020-01,1615,DS03,7,2023-02,2024-01
2020-01,4449,HF02,4,2023-02,2024-01
2020-01,4485,HF02,8,2023-02,2024-01
2020-01,4517,HF02,8,2023-02,2024-01
2020-01,1696,DS03,7,2023-02,2024-01
2020-01,1666,DS03,6,2023-01,2024-01
2020-01,3115,DV02,7,2023-02,2024-01
2020-01,4476,HF02,8,2023-02,2024-01
2020-01,4403,HF02,7,2023-02,2024-01
2020-01,4484,HF02,6,2023-02,2024-01
2020-01,1611,DS03,7,2023-02,2024-01
2020-01,4494,HF02,7,2023-02,2024-01
2020-01,1644,DS03,8,2023-02,2024-01
2020-01,4452,HF02,6,2023-02,2024-01
2020-01,1702,DS03,7,2023-01,2024-01
2020-01,1629,DS03,8,2023-02,2024-01
2020-01,4477,HF02,7,2023-02,2024-01
2020-01,4490,HF02,8,2023-02,2024-01
2020-01,4420,HF02,8,2023-02,2024-01
2020-01,4428,HF02,7,2023-02,2024-01
2020-01,4422,HF02,5,2023-02,2024-01
2020-01,4397,HF02,6,2023-02,2024-01
2020-01,4500,HF02,7,2023-02,2024-01
2020-01,4423,HF02,6,2023-02,2024-01
2020-01,1684,DS03,5,2023-01,2024-01
2020-01,1663,DS03,4,2023-02,2024-01
2020-01,1645,DS03,5,2023-01,2024-01
2020-01,3098,DV02,8,2023-02,2024-01
2020-01,3119,DV02,7,2023-02,2024-01
2020-01,3168,DV02,6,2023-02,2024-01
2020-01,3140,DV02,6,2023-02,2024-01
2020-01,4436,HF02,INGRESO,2020-01,2024-01
2020-01,4502,HF02,5,2023-02,2024-01
2020-01,4508,HF02,8,2023-02,2024-01
2020-01,4480,HF02,7,2023-02,2024-01
2020-01,4414,HF02,7,2023-02,2024-01
2020-01,4513,HF02,7,2023-02,2024-01
2020-01,1689,DS03,5,2023-01,2024-01
2020-01,1609,DS03,6,2023-01,2024-01
2020-01,1712,DS03,5,2023-02,2024-01
2020-01,1646,DS03,5,2023-01,2024-01
2020-01,1671,DS03,5,2023-01,2024-01
2020-01,4426,HF02,1,2020-01,2024-01
2020-01,1656,DS03,4,2022-02,2024-01
2020-01,1654,DS03,INGRESO,2020-01,2024-01
2020-01,3138,DV02,3,2021-02,2024-01
2020-01,4442,HF02,4,2022-02,2024-01
2020-01,4432,HF02,3,2021-02,2024-01
2020-01,4519,HF02,5,2023-01,2024-01
2020-01,4488,HF02,8,2023-02,2024-01
2020-01,4533,HF02,8,2023-02,2024-01
2020-01,4399,HF02,7,2023-02,2024-01
2020-01,4491,HF02,8,2023-02,2024-01
2020-01,4474,HF02,4,2023-01,2024-01
2020-01,4450,HF02,5,2023-01,2024-01
2020-01,4511,HF02,6,2023-02,2024-01
2020-01,1695,DS03,5,2023-01,2024-01
2020-01,1704,DS03,8,2023-02,2024-01
2020-01,1661,DS03,7,2023-02,2024-01
2020-01,1717,DS03,7,2023-02,2024-01
2020-01,4521,HF02,3,2023-01,2024-01
2020-01,3114,DV02,8,2023-02,2024-01
2020-01,4462,HF02,2,2021-02,2024-01
2020-01,1708,DS03,4,2022-01,2024-01
2020-01,3144,DV02,3,2021-01,2024-01
2020-01,4439,HF02,5,2023-01,2024-01
2020-01,4435,HF02,7,2023-01,2024-01
2020-01,4446,HF02,5,2023-02,2024-01
2020-01,4529,HF02,7,2023-02,2024-01
2020-01,4451,HF02,5,2023-02,2024-01
2020-01,4418,HF02,3,2023-02,2024-01
2020-01,1622,DS03,7,2023-02,2024-01
2020-01,1821,DS03,7,2023-02,2024-01
2020-01,1625,DS03,4,2023-02,2024-01
2020-01,1703,DS03,8,2023-02,2024-01
2020-01,1613,DS03,5,2023-01,2024-01
2020-01,1607,DS03,6,2023-01,2024-01
2020-01,1638,DS03,5,2023-01,2024-01
2020-01,3141,DV02,5,2023-01,2024-01
2020-01,4429,HF02,3,2021-02,2024-01
2020-01,1649,DS03,INGRESO,2020-01,2024-01
2020-01,3108,DV02,5,2022-02,2024-01
2020-01,3130,DV02,4,2021-02,2024-01
2020-01,3102,DV02,4,2022-01,2024-01
2020-01,3121,DV02,INGRESO,2020-01,2024-01
2020-01,4483,HF02,6,2023-02,2024-01
2020-01,4406,HF02,8,2023-02,2024-01
2020-01,4487,HF02,7,2023-02,2024-01
2020-01,4409,HF02,6,2023-02,2024-01
2020-01,4457,HF02,5,2023-02,2024-01
2020-01,4468,HF02,4,2023-02,2024-01
2020-01,4421,HF02,5,2023-02,2024-01
2020-01,4460,HF02,5,2023-02,2024-01
2020-01,4501,HF02,6,2023-02,2024-01
2020-01,1690,DS03,5,2023-01,2024-01
2020-01,1665,DS03,4,2023-02,2024-01
2020-01,4638,HF02,2,2023-02,2024-01
2020-01,3132,DV02,4,2023-02,2024-01
2020-01,3124,DV02,5,2023-01,2024-01
2020-01,4465,HF02,5,2023-01,2024-01
2020-01,4527,HF02,6,2023-02,2024-01
2020-01,4510,HF02,3,2021-01,2024-01
2020-01,4445,HF02,6,2023-02,2024-01
2020-01,4523,HF02,3,2022-02,2024-01
2020-01,1632,DS03,5,2022-02,2024-01
2020-01,3120,DV02,4,2022-01,2024-01
2020-01,3164,DV02,5,2022-02,2024-01
2020-01,4515,HF02,8,2023-02,2024-01
2020-01,4464,HF02,8,2023-02,2024-01
2020-01,1719,DS03,5,2023-01,2024-01
2020-01,1680,DS03,8,2023-02,2024-01
2020-01,1635,DS03,7,2023-02,2024-01
2020-01,1655,DS03,5,2023-01,2024-01
2020-01,1721,DS03,5,2022-02,2024-01
2020-01,3163,DV02,2,2022-02,2024-01
2020-01,4505,HF02,8,2023-02,2024-01
2020-01,4493,HF02,6,2023-02,2024-01
2020-01,1673,DS03,7,2023-02,2024-01
2020-01,1617,DS03,7,2023-02,2024-01
2020-01,1678,DS03,5,2022-02,2024-01
2020-01,3155,DV02,4,2022-02,2024-01
2020-01,1636,DS03,8,2023-02,2024-01
2020-01,4424,HF02,8,2023-02,2024-01
2020-01,4467,HF02,8,2023-02,2024-01
2020-01,4434,HF02,5,2023-02,2024-01
2020-01,1640,DS03,7,2023-02,2024-01
2020-01,1624,DS03,8,2023-02,2024-01
2020-01,1675,DS03,7,2023-02,2024-01
2020-01,1627,DS03,5,2023-01,2024-01
2020-01,3122,DV02,8,2023-02,2024-01
2020-01,4514,HF02,4,2023-01,2024-01
2020-01,4495,HF02,5,2023-02,2024-01
2020-01,4470,HF02,8,2023-02,2024-01
2020-01,3111,DV02,5,2022-02,2024-01
2020-01,4398,HF02,6,2023-02,2024-01
2020-01,4455,HF02,3,2021-02,2024-01
2020-01,4431,HF02,8,2023-02,2024-01
2020-01,4430,HF02,6,2023-02,2024-01
2020-01,4471,HF02,8,2023-02,2024-01
2020-01,4443,HF02,4,2023-02,2024-01
2020-01,1652,DS03,7,2023-02,2024-01
2020-01,1693,DS03,4,2023-02,2024-01
2020-01,1631,DS03,2,2023-02,2024-01
2020-01,3134,DV02,7,2023-01,2024-01
2020-01,1694,DS03,2,2021-02,2024-01
2020-01,1614,DS03,2,2022-02,2024-01
2020-01,1682,DS03,8,2023-02,2024-01
2020-01,1626,DS03,6,2023-02,2024-01
2020-01,1701,DS03,4,2022-01,2024-01
2020-01,1711,DS03,5,2022-02,2024-01
2020-01,3162,DV02,7,2023-01,2024-01
2020-01,4489,HF02,8,2023-02,2024-01
2020-01,4496,HF02,7,2023-02,2024-01
2020-01,1637,DS03,7,2023-01,2024-01
2020-01,1603,DS03,7,2023-02,2024-01
2020-01,1700,DS03,3,2021-02,2024-01
2020-01,1681,DS03,5,2022-02,2024-01
2020-01,1691,DS03,4,2023-02,2024-01
2020-01,1633,DS03,INGRESO,2020-01,2024-01
2020-01,1619,DS03,4,2023-01,2024-01
2020-01,1604,DS03,7,2023-02,2024-01
2020-01,3169,DV02,8,2023-02,2024-01
2020-01,4437,HF02,8,2023-02,2024-01
2020-01,3100,DV02,5,2023-01,2024-01
2020-01,4448,HF02,8,2023-02,2024-01
2020-01,1621,DS03,7,2023-02,2024-01
2020-01,1709,DS03,7,2023-02,2024-01
2020-01,1713,DS03,8,2023-02,2024-01
2021-01,4569,HF02,4,2023-02,2024-01
2021-01,4644,HF02,1,2021-02,2024-01
2021-01,3267,DV02,5,2023-02,2024-01
2021-01,3247,DV02,5,2023-02,2024-01
2021-01,3184,DV02,6,2023-02,2024-01
2021-01,3243,DV02,4,2023-02,2024-01
2021-01,3204,DV02,5,2023-02,2024-01
2021-01,3192,DV02,6,2023-02,2024-01
2021-01,3242,DV02,5,2023-02,2024-01
2021-01,3194,DV02,6,2023-02,2024-01
2021-01,4568,HF02,6,2023-02,2024-01
2021-01,4618,HF02,5,2023-01,2024-01
2021-01,1764,DS03,2,2023-02,2024-01
2021-01,1798,DS03,4,2023-02,2024-01
2021-01,1727,DS03,4,2023-01,2024-01
2021-01,1748,DS03,6,2023-02,2024-01
2021-01,1801,DS03,4,2023-02,2024-01
2021-01,4649,HF02,2,2022-01,2024-01
2021-01,1773,DS03,INGRESO,2021-01,2024-01
2021-01,3261,DV02,1,2022-01,2024-01
2021-01,4593,HF02,4,2023-02,2024-01
2021-01,4642,HF02,4,2023-02,2024-01
2021-01,1767,DS03,4,2023-01,2024-01
2021-01,4537,HF02,2,2021-02,2024-01
2021-01,4548,HF02,4,2023-02,2024-01
2021-01,1758,DS03,4,2023-02,2024-01
2021-01,3207,DV02,5,2023-02,2024-01
2021-01,3206,DV02,6,2023-02,2024-01
2021-01,3188,DV02,5,2023-02,2024-01
2021-01,3224,DV02,3,2023-01,2024-01
2021-01,3217,DV02,3,2023-01,2024-01
2021-01,3202,DV02,4,2023-02,2024-01
2021-01,4558,HF02,4,2023-02,2024-01
